"VAPOR_WATER_FLUX_KG/S","CLOUD_LIQUID_WATER_FLUX_KG/S","CLOUD_FROZEN_WATER_FLUX_KG/S","PRECIPITATION_KG/S","EVAPORATION_KG/S","2M_TEMPERATURE_K"
151610755.94,56598.70,-387633.89,26151608118.35,-12652652399.41,296.15
46681484.24,-347574.78,-124288.93,17676320254.80,-12954508226.20,296.42
18623927.04,-327632.81,-93793.48,15292825222.19,-12901556221.72,296.85
17131356.28,-163175.52,141201.77,14717578884.71,-13087556278.13,296.83
58497322.07,156119.25,-125237.93,18103050525.02,-13452622247.97,297.26
60631383.67,335064.90,-384461.46,18831024194.22,-13907973178.45,296.96
-39038899.06,-62659.39,-22903.89,9849845339.38,-12257541666.83,297.32
-19262843.38,-72461.43,103315.87,8607027295.34,-9840491293.38,296.66
-23374539.42,-122272.88,245923.30,7326566075.16,-8870042830.88,296.34
29819512.70,-244249.07,147913.64,11931086326.05,-9297009117.74,296.58
61966702.72,-230484.24,-194161.18,16196432380.00,-11040049768.14,297.03
109021768.52,-91306.97,-256526.32,22010105272.87,-12093691004.90,296.70
118309070.77,2814.97,-252493.66,23242947394.60,-13120880148.16,296.33
74330943.84,-86398.46,87599.07,19054664588.58,-12592134242.18,296.10
51462703.76,-83192.17,264895.38,17036731464.72,-12181739589.37,295.99
41528352.12,-191443.72,257363.41,15288808047.47,-12998186034.42,297.21
98290476.84,179432.78,-290248.21,21279996618.16,-13604167458.14,296.80
30789922.61,218831.92,-232807.67,16969208586.62,-14138899690.78,296.93
-33286753.53,-95430.44,-7576.63,9934177314.76,-12410819456.60,297.28
-30242939.41,-154355.32,41934.82,7305790774.70,-10031400018.14,296.41
-12007992.67,-64129.93,228958.70,8299541536.21,-9212882002.99,296.31
4310924.29,-70296.08,247197.65,9275833253.10,-9714291594.15,297.02
38960556.54,-243902.43,-42434.73,15101554053.19,-11669804409.53,297.00
85274899.32,-202368.88,-133602.57,19383173683.22,-12650462032.70,296.98
76867815.85,-198197.25,-159201.23,20185813370.39,-13476725667.16,296.57
53426394.68,-252300.13,-97389.96,17233580226.01,-12840926957.01,296.90
37406179.01,-57985.24,184474.18,16535829464.94,-12320232189.82,296.49
47021202.90,-235216.49,53703.13,15966399970.94,-12821925756.57,297.72
103036273.13,286827.99,-267895.45,22357522320.28,-13848734147.62,297.11
65610197.72,333564.43,-233149.96,19202612023.73,-14126837759.62,297.18
-61536602.34,-82728.87,59642.37,7486255526.00,-12935142806.38,297.57
-50887584.71,-77741.63,11806.97,6476867815.64,-10126450968.94,296.90
-16924712.05,-189120.74,34612.06,7383055175.33,-9179418454.88,297.19
30754724.61,-192491.94,59378.92,11855884674.28,-9680974700.11,296.90
40886413.62,-193729.25,-60274.41,15155188052.59,-11761552329.63,297.04
99687081.63,-171460.63,-284732.89,20694948093.62,-12202939217.56,296.79
101969705.99,74168.85,-439431.86,22445782509.93,-13234348963.04,296.36
62540313.99,-141291.52,46201.59,18584599475.44,-12800761386.94,296.66
23817115.16,-248608.12,-33397.18,14719240755.04,-12456559080.58,297.33
12680726.55,-207844.26,-12846.11,13837493962.93,-13137597979.55,298.07
69765463.55,-129029.89,-152665.08,18979223820.73,-13826516522.95,297.58
22935940.32,188485.92,-87503.93,16599163393.29,-14042260028.86,297.18
-30574821.30,3528.45,75538.87,9333889315.37,-12272941233.20,297.55
-28244593.61,-111659.62,134641.37,8819532876.53,-10088826208.51,296.42
-29342905.36,-59662.09,124684.84,7376430462.33,-9333261515.62,296.27
4908980.28,-142843.89,287928.57,9717236561.70,-9788430682.60,297.05
59355134.25,-171239.67,-22450.32,16280855803.13,-11539239678.45,296.99
64722516.40,-143726.60,-250252.74,17822883820.39,-12791158996.85,297.33
81394103.68,-134870.85,-253678.33,19753889949.88,-13185271414.34,296.94
38211004.20,-160821.47,-31289.06,17111489346.75,-12996782215.64,296.93
43343770.00,-93990.12,72241.45,16467036994.52,-12718349295.22,297.52
25273506.74,-158288.15,84805.10,14733352426.70,-13100128518.14,297.48
31836986.90,-203147.14,-2523.56,15379918160.92,-13288823831.67,298.18
45664719.06,201858.80,-147582.94,17821408093.25,-13528565340.60,297.16
-69376377.49,-68686.53,26424.02,6475502885.52,-12124913258.23,297.41
-35535962.49,-127136.66,36196.52,6883554309.53,-9396743224.17,296.73
-11262209.36,-90061.99,55926.08,7243223695.40,-8772037667.93,296.59
28850246.69,-138663.81,90963.42,12172094998.75,-9851604958.90,296.93
64260280.40,-71480.70,-168825.49,16882098017.65,-11514510945.40,296.89
96930702.10,15640.78,-304187.96,20225228485.82,-12571546125.98,297.04
102104401.93,185877.88,-247146.63,22001042054.76,-13085946085.34,296.59
64148469.08,651.47,122199.78,17384869157.61,-12603798146.35,296.91
370171.37,-32815.91,132395.90,12685283665.34,-12332219641.26,297.72
13830080.24,-319992.49,-70717.98,13460117398.55,-12965210306.17,299.13
70679270.67,116344.74,-252679.70,19645771362.49,-14127354676.12,297.91
25032292.95,10892.06,-176962.06,15227682212.11,-14099785074.12,297.95
-13246854.81,-29000.71,-84171.02,11717227497.93,-12506177803.46,297.17
-31891515.63,-109648.02,76272.64,7488086919.84,-10155177159.09,296.81
-19369366.65,-105092.42,160610.43,7050026002.46,-9206509760.71,296.69
29329346.34,-206303.87,118282.66,12291084594.47,-9721283025.89,297.02
76727772.73,-108869.76,-131702.99,16823897194.59,-11032437132.47,297.43
96755036.82,30611.88,-251852.02,21776153844.85,-12431797394.30,296.89
55167988.77,-297295.31,-154878.03,18005408176.22,-13340692642.66,297.10
42708329.14,-264742.60,-245446.62,16720927194.79,-12777455260.19,297.06
24339057.21,-152976.55,-15621.05,15242997707.44,-12779667176.84,297.50
56802280.75,-121384.67,-169464.40,18181897547.50,-13060003290.69,297.90
72074364.69,169083.13,-115788.29,19805676405.98,-13730683883.71,297.28
32414784.28,275665.04,-211817.07,17455257006.01,-14168252409.92,297.22
1618990.84,-16570.45,72337.35,12950053292.54,-11838464739.79,296.82
-61091130.28,-67935.17,77393.67,6210929371.46,-10303275205.15,296.85
-15921688.13,-81557.11,128790.85,7312928797.63,-9171870487.69,296.79
26876702.39,-148249.94,139465.91,11373711913.17,-9968514985.69,297.04
60243646.88,-116175.02,-148123.81,16878489193.17,-11526313612.38,296.91
83179362.46,-137485.28,-239520.37,19940867735.53,-12746939613.27,297.39
121704840.66,201815.19,-253386.64,24484758582.34,-13000043252.66,296.32
56892699.19,79400.20,233992.76,17873460306.46,-12404785572.15,296.50
28661389.52,22455.01,264081.71,13930335330.69,-12025879222.66,297.43
31585623.62,-76431.51,132794.59,14567825350.91,-12638673426.82,297.97
31336620.90,-61861.32,-224374.19,15436861495.73,-13836556982.87,298.05
37315460.48,155514.28,-125348.58,16977785986.63,-13729061000.39,297.65
-23477513.12,72217.23,-20172.14,10556878764.87,-12233382188.70,297.63
-19736341.24,-40985.73,66830.09,9179552750.96,-10331996112.55,296.35
-8843822.95,38074.06,203995.39,8371497474.99,-9164607680.51,296.53
37443157.41,-27026.79,29081.09,12451299022.56,-9677312630.80,296.80
74280284.43,-101808.30,-176885.63,16537152564.99,-11157941329.64,297.11
86676159.79,-24028.64,-346281.55,20630151789.92,-12800393515.02,296.73
95856690.53,72592.00,-358774.20,21703998436.56,-13145872730.80,296.63
41710844.96,-147679.25,189816.83,16553041928.03,-12667853107.53,296.62
29350939.69,38278.35,162569.47,15618065058.00,-12594606045.99,296.99
15500461.04,-51966.58,134471.92,14129241862.73,-12845462953.41,297.29
74017073.07,221483.26,-230273.01,19013379029.03,-13861290660.14,297.17
52396389.08,278648.11,-310025.45,19461106255.67,-13956410600.75,296.85
-28319456.60,-50509.48,-56844.22,10276827124.03,-12183632723.93,297.11
-53763914.40,-27651.22,90477.79,6853844592.48,-10096157854.35,296.34
-16835602.05,-105818.52,164887.29,6994797492.18,-9053478551.87,296.29
25261941.27,-142476.22,-2448.23,11336742714.19,-9562773764.02,296.91
16386200.71,-268907.89,-49720.09,11768563645.17,-10992243973.29,297.82
76261272.19,-41974.64,-195886.21,18655611981.81,-12384382117.37,297.42
84627707.04,-202290.33,-270599.43,20515823390.04,-13305833687.27,297.04
44801952.14,-72692.77,-8389.77,17003594564.20,-12847198724.75,296.90
42374711.05,-111172.14,57720.26,16367615858.98,-12970204591.35,297.13
74546213.47,-43568.76,-121020.83,19628405748.86,-13610003382.56,297.33
36518468.16,38761.01,-125617.53,16511629747.62,-14196494374.89,297.88
36851994.24,300523.54,-138419.94,16900820689.91,-13876763796.16,297.28
-9603671.86,46329.10,-33097.28,12373893917.16,-12745752236.75,297.12
-29972400.26,-108651.81,-2637.64,7878936649.14,-10328120865.14,297.13
-38265148.66,-85988.36,161855.10,5878767194.46,-9259556402.19,296.83
22983598.48,-212306.74,35305.17,11135025868.35,-9634960962.63,297.56
41294642.40,-115794.19,-72241.66,13906408148.78,-11308608268.22,297.94
109246866.59,-18811.60,-281797.77,22374291686.24,-12642945626.93,297.26
92866526.45,-34150.03,-159472.26,21865081923.96,-13413494328.07,296.81
74992500.59,-64210.47,25423.71,19299755759.16,-12569568726.92,296.89
22993322.15,-238262.79,145801.79,15164645921.02,-13017241434.22,297.64
91793861.05,-149370.64,-55799.66,19782916622.63,-13175991651.41,298.32
84824285.22,68665.00,-212014.72,21463385667.84,-14160082192.72,297.92
34688047.17,259245.78,-353865.32,16941091932.35,-14347656152.73,298.25
-29427256.34,31305.42,-137861.51,10473521721.19,-12767985198.98,297.89
-36458178.88,49899.72,57671.01,7495410325.96,-9993813820.15,297.06
-13202834.00,-46797.49,163425.67,8011815022.12,-9200107772.34,296.88
2069094.83,57672.02,191777.83,9240174821.21,-9675528527.31,297.43
42053023.35,-238809.04,-165201.67,15212070562.38,-11283163492.65,297.58
66102347.52,-165785.81,-236722.52,18013009156.69,-12362261481.93,297.70
95173894.15,-107084.30,-263480.26,21659083087.74,-13164941578.22,297.04
48050051.15,-197426.75,146508.42,17033597589.72,-13049213396.96,296.63
21728425.10,-139108.40,163896.72,14328223839.00,-12567571337.38,296.73
47469864.80,-125108.79,-31759.18,16973554559.88,-13248488307.49,297.37
49817419.02,53523.83,-25272.41,16981610381.69,-13656013086.59,297.69
38608922.79,270800.23,-245234.86,17081899002.58,-14113482801.65,297.54
-31925002.36,-51487.36,4239.49,9296616713.75,-12368365808.20,297.89
-42799994.78,-139566.51,166019.64,6851571210.16,-9887716552.05,297.24
-26048794.59,-160522.25,162609.84,6439395866.65,-9258293919.08,296.93
23850442.55,-39853.91,255227.29,9820446745.45,-9432047115.43,297.18
62035948.17,-78937.18,-65969.79,15292901098.45,-10946283152.69,297.38
99478080.62,111063.81,-306563.79,22266706893.41,-12743196430.74,296.82
94968411.97,161862.35,-143550.14,21744639499.41,-13394097451.71,296.58
43808939.51,-67174.38,36101.52,16331626842.34,-12784580458.55,296.76
-3384054.86,-341657.84,146354.51,12061795806.93,-12360103184.06,297.26
43327125.79,-285634.86,73995.49,16137466264.94,-13063993613.41,297.42
38976130.77,-44817.83,-127524.05,15943022812.81,-13587095026.52,297.86
-2579281.73,157919.29,-137283.46,12982313925.94,-13643368609.92,297.53
-3556718.25,48980.35,21053.41,11739367549.67,-11780709257.06,297.20
-34845036.94,-57625.82,68414.87,7229245663.97,-10053981731.61,296.84
-26225609.64,-155587.42,244229.70,7190854149.86,-8985365873.44,296.66
37424243.90,-68009.17,134321.84,11246630912.36,-9545464714.09,297.13
58602747.75,-119281.37,-51420.89,16175182079.15,-11278189118.36,297.27
86454542.14,40408.10,-268876.38,20030701350.32,-12686905651.82,297.28
79487090.93,33259.38,-199634.03,20572662928.00,-13453155667.28,296.88
74076761.45,79161.91,15126.29,19254207627.56,-12811866691.20,296.84
28461079.81,45496.05,296569.04,15015870116.16,-12578059797.90,297.85
-387394.21,-154096.85,55415.13,13434472847.27,-13387374576.89,298.22
113363194.19,409683.81,-289144.56,22110499539.40,-13372529123.08,297.63
18150159.14,274721.87,6378.34,15279129771.44,-13730619840.92,297.52
-58253382.64,-35681.20,21513.46,8004911886.24,-12129600061.06,297.64
-54309908.63,-64349.58,49521.63,5010970717.55,-9639314981.35,297.29
-9521029.45,-34327.36,113908.53,6745868350.10,-8617169154.13,296.87
22809049.74,-109615.56,177119.32,9595384200.24,-9100442073.76,297.42
43265394.47,-120808.36,-80341.89,13907340678.53,-11066669824.55,297.60
55850154.13,-59890.18,-281763.82,17929603640.09,-12449123196.57,297.24
77508301.52,-60583.67,-333691.33,19335218197.30,-13022823585.56,297.04
43792763.33,1355.53,-103320.73,16761173037.41,-12559327709.57,296.90
11145178.77,-154050.06,148053.20,12545287720.31,-11869683633.92,297.82
9107587.93,-194934.61,150308.77,12937163722.38,-12194479422.94,298.04
70216204.35,146196.58,-223139.98,19104784390.18,-13479310645.18,297.66
73650958.68,374996.06,-396547.72,19862660481.69,-13479950476.95,297.12
-34806497.30,50429.96,-14102.94,9819529313.99,-12408329161.41,297.65
-41094147.74,-55071.12,33528.88,6067962553.99,-9983235075.75,297.49
-24611300.12,113759.21,100089.92,5619536801.70,-8990931189.06,297.28
42083828.10,-26685.63,208063.59,11444371880.83,-9554186393.39,297.30
46172070.14,-143893.82,-35928.18,15006677577.72,-11151089641.70,297.35
69132060.65,-35142.61,-185465.84,17874465980.41,-12697578281.48,297.45
72367505.40,-136601.81,-462138.39,19892385537.20,-13242134057.63,297.20
16318651.35,-311448.70,72039.69,14645165784.16,-12696221758.77,297.33
-21725900.94,-228601.69,225587.96,10605029398.29,-11864342257.36,297.53
42371405.41,-112891.42,-209594.66,15074549669.00,-12434804858.75,298.24
54329982.59,45403.42,-317988.89,17062728781.13,-13608988568.94,298.00
57681837.98,163771.30,-77173.24,18698107322.77,-13630000246.74,297.28
-27115720.20,56228.23,5993.13,10908275425.70,-12701073240.63,297.62
-36360191.30,-57994.27,116757.99,7192973854.37,-10280714581.81,297.03
-34343050.92,-80246.13,60290.12,6022883913.03,-9448338377.83,297.56
-295.75,-119752.12,85682.47,8535075775.46,-9817761399.10,297.86
41347894.21,-209930.51,-100291.31,13570353378.96,-11444354489.22,298.12
94704475.60,50591.57,-168817.00,21270851459.17,-12887126809.11,297.57
97291809.94,175726.67,-410423.63,22498666870.59,-13587366974.23,297.16
35928326.74,53175.11,187090.69,16967500528.08,-12746148303.99,297.22
11513506.29,-215108.30,152083.26,14113577506.88,-11799052398.52,298.21
34307770.20,-380571.39,-26648.12,13990750059.06,-12104335174.50,299.04
65053715.53,-56779.03,-327021.48,19539800616.51,-14094300945.62,298.79
71021618.55,430344.23,-186900.12,20403302088.17,-14040082157.19,298.03
-26589557.45,82671.98,-22365.45,10694572359.69,-12798907193.11,297.60
-57353319.80,-12089.44,18518.37,6143518322.01,-10233969674.27,297.15
-24268394.56,41575.42,144799.93,6894757722.68,-9120288587.59,297.06
15936481.32,-101024.39,63279.64,9831235018.08,-9940257298.45,297.71
34735568.59,-58483.50,-114201.57,13406857693.37,-11596249539.35,297.90
36371026.53,-171715.28,-270630.55,16065096613.60,-12920419428.48,298.21
65527358.85,-149875.10,-250723.96,19160753760.58,-13242306094.09,297.63
30864179.66,-103028.86,-103359.57,16718139051.46,-13007935689.89,297.61
-6907392.82,-237949.96,42963.44,12136928158.44,-12552496457.87,298.22
36680948.05,-14148.94,139452.50,15473854264.83,-12536990500.46,298.19
60574307.53,286376.41,-212565.87,17890463339.73,-13439948276.72,298.09
48133432.90,394144.97,-287630.22,18734498649.58,-14144292733.59,297.78
-30307382.64,-13327.40,48113.05,9932193326.03,-12675972141.20,297.97
-31717015.72,26016.78,-28277.72,7580306788.91,-10102455289.45,297.50
-3289176.87,-57226.19,138434.09,8207170998.83,-9270349973.39,297.04
22889828.40,-18546.17,63133.12,11401661677.85,-9819320721.78,297.28
44046120.32,-29168.34,-47039.17,14558002981.77,-11567290921.13,297.68
75454434.50,48658.83,-365793.33,20041608865.96,-13281727521.20,297.66
90842914.69,105114.81,-226899.39,21368961960.07,-13531591143.18,297.07
38111554.28,-109544.17,-74204.22,16726312773.37,-12565692425.60,297.61
12468828.03,-100496.37,149461.55,14198318042.88,-11760325884.60,297.20
52964368.93,-125064.43,-272249.21,16589659170.90,-12792582909.83,298.33
51865920.31,50139.95,170793.89,17994091455.37,-14014681367.84,297.66
66733272.62,185704.82,-119529.74,19392409032.87,-13495741824.45,297.33
-11474256.07,3121.73,-69857.46,11673221725.42,-12431784964.22,297.46
-46389065.48,-24685.34,22801.23,6147754405.70,-10195486563.09,297.06
-33269411.55,61988.10,65945.04,6106772049.26,-9026165753.65,296.92
16185477.46,-143899.38,138660.72,10450872544.11,-9881451170.43,297.51
27680281.51,-317782.82,-93049.12,13538563052.65,-11882642214.89,297.87
63234267.54,149097.79,-145981.29,17721381645.80,-12834107553.13,297.68
66956071.92,20068.08,-202004.28,18548301082.30,-13343202633.08,297.79
62460237.68,13213.19,57143.56,17672254681.46,-12278605633.83,297.28
18490696.73,-140651.19,143646.88,13759847004.73,-12493334880.81,298.10
41784635.13,-269889.35,-63751.60,15233544028.17,-12674347987.99,298.70
12915522.63,7786.37,-155249.60,13518949329.61,-13777541010.99,298.72
38379363.52,206788.83,-218589.58,16409077160.78,-13854497582.77,298.52
-3643373.63,192178.41,-30604.97,12255194970.90,-12406415628.76,298.08
-43929001.98,40944.64,118734.31,6608852557.02,-10005292935.13,297.12
-4764057.01,-2380.48,72160.25,7867672847.60,-9181793928.22,297.08
26958839.64,-108889.42,46961.63,11207773298.91,-9955445681.87,297.41
50838565.84,-69607.75,-100897.30,14945778604.03,-11401341065.93,297.90
118080352.30,371791.96,-590356.38,23998977774.32,-12624067409.81,297.11
82872340.81,10550.86,-72466.50,20070498357.36,-13236777986.98,297.57
72333008.75,138427.22,134246.67,19854141811.24,-12410770185.57,297.29
17284679.42,-70226.12,243051.20,14315874540.49,-12145445469.67,298.04
63571836.06,-126355.81,42516.69,17002593403.33,-12331604492.14,298.77
100843317.17,118421.22,-61164.37,19866727712.78,-13023175036.24,298.56
80640024.44,158467.24,-145396.66,18582266092.61,-13682244204.56,298.24
-13555483.52,-36786.86,29678.27,10511918211.54,-12494762377.20,298.14
-31929440.26,133612.28,858.73,6759303955.99,-10039998836.92,297.39
-10863250.88,101434.00,131635.08,7686605005.91,-8853833525.64,296.74
19216432.40,-57798.99,85546.54,9905534511.46,-9800849622.59,297.65
44170011.47,1130.94,-94605.38,15061146799.37,-11460908866.38,297.66
62304196.31,49005.48,-296998.76,17871716259.92,-12759832442.36,297.78
70571905.51,-139097.56,-283652.37,19466292585.64,-13276148548.75,297.56
43446274.90,-134995.40,21465.04,16073139167.00,-12279312830.64,297.64
