id,year,month,qmin,qmean,qmax,mer,mtpr,mror,viwv,vilw,viiw
328,2006,4,237800,245660,258700,-182229147.307236,432406089.729847,275664680.7967,259255798.732676,607438.720613,-316701.189281
329,2006,5,259500,271396.774193548,278700,-163675469.328046,356762662.983701,262784527.328792,203901355.513971,-511992.291901,75405.8548
330,2006,6,257400,268466.666666667,278100,-161771497.794327,250147005.46356,159817315.618076,93663627.425125,-911575.108846,161508.140491
331,2006,7,215600,236303.225806452,255900,-160908905.179245,194350292.759285,106843215.021516,46461784.551645,-827468.016597,49295.175229
332,2006,8,161800,188232.258064516,214200,-181500982.02534,172417492.7265,64369319.556791,16890775.627791,-373177.226046,22028.278401
333,2006,9,113900,136883.333333333,159500,-203168620.370948,236843419.944025,54471168.454102,76048201.779698,-121404.390073,-270625.489798
334,2006,10,88460,97822.5806451613,111800,-215179715.24671,310285517.904448,68354500.981627,121963992.193674,-118476.027255,-362380.172034
335,2006,11,88670,97094,106300,-211563436.418711,407544407.306014,106613786.338751,205962246.657386,324574.620388,-523149.134201
336,2006,12,107500,121216.129032258,133600,-202485743.969468,434246194.027364,152387510.173188,235833735.914195,354747.728759,-386153.44457
337,2007,1,134400,146409.677419355,157900,-206046405.392161,434970981.440675,197999337.312159,243051048.442766,513774.685794,-359310.489884
338,2007,2,159400,168260.714285714,176200,-207907928.159615,330585370.864605,173959459.893815,129946323.057726,-63061.983649,-129148.709111
339,2007,3,176900,185825.806451613,193400,-194744019.094834,527922306.474907,247459931.110155,340499590.091103,816593.710038,-513557.882329
340,2007,4,194300,208453.333333333,224400,-186324948.139671,464401664.104416,277015309.737605,273478743.368065,790342.236937,-308993.783453
341,2007,5,225200,237348.387096774,247200,-169000264.482327,374172608.018121,246064952.519235,210344162.098941,-108469.147816,-10295.897035
342,2007,6,238600,246343.333333333,248800,-159436825.36092,244479104.726515,182312542.203853,74655478.825285,-825219.058299,-11453.970852
343,2007,7,213800,227661.290322581,237800,-168153565.973152,216838302.902908,105450630.963281,58217070.448677,-473362.414582,-124113.192102
344,2007,8,172700,194851.612903226,212600,-177028562.94357,176067565.34096,69426885.736479,14737022.758312,-774228.926594,860.913207
345,2007,9,121300,144313.333333333,171200,-201503312.259967,229547311.754048,65692044.684162,54372566.882329,-227918.603813,44235.703444
346,2007,10,95530,103873.870967742,120000,-211539762.168864,361187930.105931,87883921.553751,172685248.701953,143802.413545,-436316.520428
347,2007,11,95890,101910,110100,-208706013.706955,429190101.818708,137115567.126065,232937634.391312,-55470.676564,-532906.205235
348,2007,12,109600,121932.258064516,134800,-200791686.423208,500527976.299595,198210123.23916,294802709.017155,267414.575113,-628571.023151
349,2008,1,146400,164893.548387097,183700,-195831550.900252,511944443.778391,297147013.168702,307962476.01163,469775.737398,-472861.209027
350,2008,2,184700,196272.413793103,211900,-196639452.449716,523896446.183054,310623346.018504,329438789.893036,522270.856164,-683715.707523
351,2008,3,214000,224993.548387097,232800,-192562037.849881,482110696.79975,307249930.89965,289270576.693215,634284.703815,-550766.688189
352,2008,4,233500,238456.666666667,245900,-186085890.328315,432996083.16968,276449444.311226,249861019.100396,511524.597059,-194587.00388
353,2008,5,242200,246064.516129032,250400,-161226778.797282,397192982.9987,261487967.51061,233615842.705657,173623.100933,-196620.281697
354,2008,6,250700,254753.333333333,257100,-156982887.5397,278320901.143421,204159225.210104,115805218.427607,-855785.433659,116775.056452
355,2008,7,248000,253580.64516129,256600,-161678602.749842,191265927.463879,120028610.012032,43741312.810867,-801229.826135,87597.587505
356,2008,8,192000,221422.580645161,246700,-179689428.706833,166736130.5081,65011852.398408,-972348.935682,-736511.839077,-117322.161983
357,2008,9,125300,158906.666666667,189700,-203912712.293813,255828904.515727,61351788.713745,84465188.748326,-489357.547834,-66443.463868
358,2008,10,104100,111912.903225806,123600,-213771386.865296,345017614.594258,83443858.170597,161062259.289531,-76045.201777,-439779.788227
359,2008,11,101200,107603.333333333,117800,-207774778.598128,411093143.642574,123284528.877687,211810642.135552,265439.591048,-425517.064338
360,2008,12,118000,134429.032258065,159400,-199995982.476853,495742352.837726,187884666.033772,299330989.539098,281042.030733,-628352.1231
361,2009,1,161900,177967.741935484,190200,-198140485.23591,555500308.528931,297545715.918265,347549234.153642,626095.143723,-649807.69937
362,2009,2,191800,211650,231600,-196849843.143442,568918822.022474,357889880.801966,380167423.306025,973869.908819,-691041.291116
363,2009,3,232100,238806.451612903,242700,-191897864.317798,557769113.877357,372249779.233348,361592217.546699,675856.947217,-656733.896632
364,2009,4,240100,242636.666666667,243900,-182789503.923569,493504144.389653,336953590.902772,316604090.130216,65717.570002,-433163.828504
365,2009,5,239400,241193.548387097,244400,-173273979.042556,352862594.923303,221184341.10221,190369355.103071,-129726.136176,-224487.885592
366,2009,6,241400,248720,252300,-157611446.604313,328127440.54406,224504070.996393,171621975.943234,-776923.568175,-18471.826378
367,2009,7,252700,256529.032258064,259600,-170399978.661146,221561409.298517,129024833.143741,59592560.740127,-1185872.948785,-61725.124321
368,2009,8,240100,254632.258064516,262400,-184836945.704925,186293194.910692,75529460.391221,21637311.460306,-1045170.113727,-71889.626486
369,2009,9,166400,202416.666666667,237400,-200855286.397265,192303304.034199,49832358.871844,13557416.788294,-926300.989716,-149536.346642
370,2009,10,98410,122230.322580645,162400,-210704246.99272,276255927.282951,54911145.373604,93482519.263928,-219626.958738,-393736.560575
371,2009,11,78840,89643.3333333333,97880,-216411029.018436,327206083.472388,74759476.603318,118611515.932492,-49546.617566,-428979.41009
372,2009,12,76360,94385.4838709678,125100,-193427196.231332,475703476.221359,164334978.236489,277965548.102602,528554.995597,-432907.142893
373,2010,1,126600,142509.677419355,154700,-199292629.116896,434960031.585449,196826972.728501,264419294.990817,589025.362463,-179816.501611
374,2010,2,155000,166310.714285714,174600,-201968420.909542,474475001.675818,243479244.034415,270189732.817032,672282.327641,-636376.839632
375,2010,3,173900,182951.612903226,193000,-208619927.503153,454654148.315149,224510369.025394,256039090.209943,533257.223661,-523764.279793
376,2010,4,194400,218220,238600,-185980932.004714,455663086.356038,285416410.89081,262215662.007229,225093.797087,-190681.660377
377,2010,5,239800,249835.483870968,253600,-169582086.042436,363808687.315616,231921883.7073,197434277.165518,-248334.564855,-49198.707968
378,2010,6,250400,252823.333333333,255100,-162946803.515725,251421951.418284,168176730.006612,81585243.448934,-708894.281002,26852.453661
379,2010,7,221500,239074.193548387,250000,-159522897.22589,191633903.908372,106969327.175994,55396827.507821,-1041431.419465,125553.013291
380,2010,8,166800,195806.451612903,220000,-173864416.507784,134400415.338735,64447740.376469,-20838177.986125,-590299.99848,58828.974324
381,2010,9,87520,123526.666666667,163600,-203187528.370524,191875510.733988,44876826.609163,11879848.09529,-707501.372001,-236261.415684
382,2010,10,50680,66219.0322580645,85500,-209827771.508247,306217519.668922,50984412.658397,127376915.485203,20369.279846,-533457.324324
383,2010,11,52860,61866.6666666667,74000,-208523274.383707,397844290.975564,87645369.237448,200291356.661172,144554.775002,-628407.082241
384,2010,12,76120,92691.6129032258,106500,-206827332.930779,398497370.768928,115401846.183191,190467826.049706,520435.120353,-679801.339441
385,2011,1,108400,122641.935483871,138800,-199449053.961851,487699274.36878,191431486.59508,288678971.404277,614430.32709,-630309.943437
386,2011,2,140000,156660.714285714,175000,-192923593.210281,555923904.430887,295963112.186029,359202731.402506,872647.305705,-735174.244259
387,2011,3,176000,194858.064516129,218900,-193547283.881869,538487161.899303,323540467.013424,342609617.985545,863003.476883,-721716.341628
388,2011,4,220000,227810,237300,-179414839.627401,492217736.261387,359179060.289017,312189173.423023,773722.869049,-341567.254509
389,2011,5,238300,244774.193548387,250800,-166938133.74677,383738028.370459,272499848.130845,207062833.106912,-470447.73095,-92838.290275
390,2011,6,251200,255083.333333333,259000,-158752350.498946,253263676.51767,174222426.945646,107343091.417277,-655620.411981,49083.599232
391,2011,7,246400,253496.774193548,258100,-161576053.59338,182467544.653359,101110640.895257,26344600.188368,-1292028.590302,82919.664747
392,2011,8,192400,222264.516129032,245100,-175319394.070469,139039908.859629,54979704.085102,-18000240.021167,-874182.697078,99844.795722
393,2011,9,99570,145425.666666667,188500,-198446036.086543,261867760.036844,53752590.78952,103856639.39315,-401546.274992,-114000.941103
394,2011,10,86910,90243.5483870968,97420,-212196134.693376,336795413.27112,71929101.538122,140158478.739859,-142459.855856,-309947.809013
395,2011,11,87480,91994,95110,-212635357.568845,382707013.496417,97848253.529382,192007702.797879,134759.232282,-594949.148045
396,2011,12,92070,109689.677419355,127600,-198630898.099748,495597539.508216,185070733.302808,309403184.351381,265393.219143,-793798.387757
397,2012,1,129000,150929.032258065,173600,-194866378.546187,539954441.266516,276308452.821846,351359362.271114,525535.070331,-455124.735058
398,2012,2,174800,195903.448275862,220800,-190084481.778762,587447638.240818,368463352.504064,395610273.059618,755213.670398,-751588.316128
399,2012,3,222000,231016.129032258,236200,-193900710.043022,556851929.39204,364938817.804863,360009860.75754,550754.849141,-431591.386547
400,2012,4,236400,240213.333333333,245900,-186247669.146076,493287848.114024,319475687.170527,312591821.781274,573166.581612,-675106.601767
401,2012,5,244500,247619.35483871,250800,-176348948.968917,354702081.471187,236197840.75787,181633142.878056,-678268.137969,-202164.394275
402,2012,6,251100,254476.666666667,258900,-170731940.738669,249307286.122242,138446207.634983,90500227.1432,-1241726.100341,-86407.035238
403,2012,7,253800,258267.741935484,260100,-165818874.11594,210049635.08255,126522045.691015,46826685.65179,-840366.63501,99039.792187
404,2012,8,197600,231180.64516129,253200,-177948510.73388,152939317.293926,69641165.862228,-15053051.838762,-675501.373249,4228.925889
405,2012,9,123200,157133.333333333,195200,-197655096.255753,213169339.721802,53517011.749814,54310059.968699,-367684.366375,-104231.803907
406,2012,10,82780,93461.935483871,120200,-212436197.672855,298118350.360959,69660538.073169,99693518.402752,113460.807106,-499364.74554
407,2012,11,76490,80860.6666666667,85820,-207125438.65977,377746771.126568,90432051.356762,186781414.113157,109509.84942,-563266.122036
408,2012,12,75640,90486.4516129032,108400,-200234915.258664,485506764.962004,161186112.708372,292827606.232436,362348.023816,-635531.217607
409,2013,1,110100,133564.516129032,151800,-197140259.89373,436254872.695741,223861132.219584,246683859.080998,77940.108492,-324219.838148
410,2013,2,151900,167957.142857143,187000,-189043798.244722,641904567.04089,358841588.197732,455798693.880227,891054.242816,-874045.630551
411,2013,3,188800,213148.387096774,228400,-195063272.795133,532053613.077948,359297814.965165,334724483.218247,557767.535265,-702589.50923
412,2013,4,228600,233423.333333333,238500,-191567148.222787,417669939.39313,281670374.850964,235908409.508801,253924.394507,-466977.39208
413,2013,5,236400,242290.322580645,246600,-170613859.296239,404957401.659516,243720467.580531,232380179.466658,145232.308558,-252763.639708
414,2013,6,247100,252530,255000,-168441893.346051,285564865.686409,158818303.085516,138814219.18367,-1133646.995211,-156122.893531
415,2013,7,249300,253983.870967742,256900,-167955785.150652,233062493.816509,131324112.442753,63731708.127411,-1209019.092149,22414.088841
416,2013,8,207400,229635.483870968,248300,-178979911.259443,225151552.722558,99903923.555376,57828063.07972,-701527.886234,-48634.489153
417,2013,9,167000,187300,206200,-205998110.698353,234464511.147269,70889678.080697,67371324.459717,-549944.305296,-244822.299137
418,2013,10,117500,138722.580645161,165300,-213122124.035181,334255946.294081,78942634.670453,149188739.186481,-170520.279194,-430792.230792
419,2013,11,116600,121466.666666667,129300,-204866981.78978,447902826.919769,135742376.210489,255126490.071875,332013.316177,-521557.816972
420,2013,12,130200,140900,152300,-207180999.324622,423586073.393241,179791464.881846,229168548.678146,237232.209621,-631917.947132
421,2014,1,152600,161422.580645161,170700,-195636644.355453,508678559.886941,264443391.805581,317882060.746894,359670.47673,-687712.803232
422,2014,2,171000,181835.714285714,194100,-184680967.174891,558677644.923828,336771930.656979,374189669.513844,933322.771669,-735460.231952
423,2014,3,194600,212077.419354839,224700,-188903853.411745,539505218.493755,354520257.644351,363106021.245692,876333.115206,-653351.086131
424,2014,4,225100,229720,233400,-186331241.892976,478445586.186269,300700824.481284,302651834.874844,553039.698727,-233214.635443
425,2014,5,233000,237864.516129032,241400,-168401532.117229,424005487.560478,281167833.598456,265575653.60328,-116014.129044,-451494.438427
426,2014,6,241500,245323.333333333,248400,-162488219.431352,299880296.41306,205886090.523835,129289910.727903,-1411773.957285,-113273.872614
427,2014,7,248700,250245.161290323,251300,-166768446.712546,221270222.869946,134288992.42619,63504492.740534,-1358517.847924,-144270.204499
428,2014,8,234100,245570.967741935,252100,-184026775.824066,198768691.244158,86270436.047301,32526074.378558,-346126.476958,42595.311726
429,2014,9,172500,201590,232100,-204525757.597301,212347494.952156,55564326.55477,24544631.947897,-299042.500294,-168983.690081
430,2014,10,118900,142103.225806452,170400,-209874748.819658,366823080.656143,84001748.192969,178438343.195965,833.93059,-328099.980366
431,2014,11,116700,119546.666666667,123600,-206498035.155556,444240138.327485,139885370.16499,239797235.966217,115550.954663,-540202.204352
432,2014,12,124700,133422.580645161,137400,-201313122.796305,437491324.488836,180665743.210844,247039142.7453,27683.930617,-359936.573768
433,2015,1,136900,151964.516129032,167100,-189473416.147381,548160118.600796,299125941.86872,353448487.104121,184932.157988,-670631.104526
434,2015,2,168200,179417.857142857,192000,-200517829.139759,490565529.071965,308983942.586353,280440154.005454,370406.019915,-632118.256592
435,2015,3,193200,210474.193548387,225800,-188013264.737712,556811355.252887,352507964.643627,353699373.897684,514777.910064,-715134.263671
436,2015,4,227100,232376.666666667,237400,-184738155.495053,513269457.645647,315631633.558858,315677221.743354,389617.143304,-398424.400912
437,2015,5,237800,239641.935483871,243200,-167809792.822419,453629508.59355,314784212.935982,276516913.816749,-166141.287403,-458682.234957
438,2015,6,243500,246153.333333333,250300,-169493944.015866,290338603.873313,209971832.373184,117682703.012406,-1697953.033832,-33152.899759
439,2015,7,249100,250238.709677419,252100,-169432688.994838,241113612.313717,137459947.925975,72465802.261961,-1130762.191872,-504737.192733
440,2015,8,233100,244422.580645161,251000,-181159275.972469,170194876.860399,80231233.418058,11045287.613965,-749588.871922,-20198.142115
441,2015,9,174400,204526.666666667,231200,-200879484.040917,140701096.867794,42796536.292512,-35799017.888953,-784750.759035,-83467.590255
442,2015,10,73980,118407.096774194,171100,-205338428.882673,244376286.189671,45147197.732891,70776253.017519,-694274.974103,-201094.782327
443,2015,11,72290,77585,81500,-210363561.501111,336693747.287651,71693697.42017,135288090.26495,-386104.514752,-218840.510382
444,2015,12,79010,83860.9677419355,87650,-202977488.541677,369589618.790311,96441293.454677,194790718.247891,66379.056303,-131143.957145
445,2016,1,85590,104638.709677419,120200,-203531809.229823,339903712.990175,117967847.20179,137481095.892201,176841.334769,-226483.303871
446,2016,2,120800,123162.068965517,127000,-194071478.734618,526121289.444391,200461563.443217,336974970.603076,373143.331682,-441205.67253
447,2016,3,128200,148361.290322581,171800,-187688890.092728,537165495.336982,304220191.637434,348697718.031495,224816.917891,-426821.379565
448,2016,4,173400,188963.333333333,203700,-190290040.370095,448890286.604074,267302994.138517,250435795.795729,292165.621464,-437257.390992
449,2016,5,204600,216222.580645161,223600,-170673670.148273,371667966.912189,222595484.427794,210619331.323439,-1537503.50964,-198962.840549
450,2016,6,222000,223686.666666667,225200,-162312099.749926,273597380.131497,175104087.192384,106350903.233788,-2091129.213443,-51798.241911
451,2016,7,206900,216054.838709677,221900,-162463443.517059,192861704.662018,128090627.28643,32427860.904336,-833577.357815,-11694.513207
452,2016,8,178400,192922.580645161,206100,-180563785.909562,192248212.894204,67764036.922191,40725151.509997,-718912.510178,-139674.259682
453,2016,9,118700,150010,176700,-204727487.321739,276906632.389095,62651999.813798,108266654.398243,-196842.941197,-276438.095915
454,2016,10,92740,98832.5806451613,115900,-218450396.38268,329245444.593684,76637930.411587,131524868.70937,-222475.703867,-462339.064969
455,2016,11,92860,94017.3333333333,95260,-217033473.89455,358525875.841959,88367670.055869,157069616.753436,-163932.042923,-633904.866935
456,2016,12,NODATA,NODATA,NODATA,-198462167.467835,518847405.887708,183195744.96313,328847000.476806,246601.505882,-601365.654148
457,2017,1,117000,144600,168800,-196861604.740107,563458075.629975,300780377.429204,358087630.244674,477641.208918,-688559.395359
458,2017,2,169800,186157.142857143,202000,-199115142.454253,534943171.369105,315617017.694253,340406038.427608,828393.979431,-729833.245094
459,2017,3,203000,220883.870967742,230000,-196178176.131348,564866162.931681,364343230.09391,367214974.66458,912827.685146,-797183.620358
460,2017,4,229500,233346.666666667,236700,-188572540.825085,480535254.947794,306699968.474859,292546297.9068,103323.652817,-274829.309748
461,2017,5,236300,242493.548387097,246400,-179896921.846887,368403714.348718,238511947.277239,194096352.322496,-467842.112187,-178361.659491
462,2017,6,246700,248680,249500,-172117243.589021,274804189.889824,177044362.492917,95067321.675435,-526009.385918,-100259.065583
463,2017,7,234100,243532.258064516,249400,-167212662.204203,164758097.599489,121138599.860395,-10144728.046098,-1357400.33972,90018.387504
464,2017,8,179600,206770.967741935,233100,-183847401.644916,170411549.826591,57057029.33811,26482009.79675,-330296.205583,-190462.896243
465,2017,9,98510,135967,177500,-200293486.359435,257302837.210742,58414254.973294,86880296.028244,-400393.924693,-188659.926513
466,2017,10,86920,90519.0322580645,97310,-215906949.095316,320647053.876983,77793736.584441,139329601.0325,-119354.565722,-517923.372247
467,2017,11,87050,97572,107600,-208436183.642705,400382507.053354,115261566.472758,219441580.964952,-63705.128881,-590776.111366
468,2017,12,108500,116658.064516129,127400,-200947757.540565,464739213.504723,167506696.967651,280621824.080382,179494.999171,-737298.149439
469,2018,1,128100,144890.322580645,160000,-202745323.9386,485397666.764476,239939443.967864,289387063.370937,390920.578403,-911006.499738
470,2018,2,161600,174264.285714286,186800,-197784741.050359,476240203.733472,275498339.416223,281358497.455638,361995.634967,-183647.007303
471,2018,3,187600,195083.870967742,199800,-200515454.940884,466421666.469096,248859111.688121,272531724.468228,523578.376259,-470132.442836
472,2018,4,198800,212620,223600,-183543400.335745,514280773.03022,323232784.726732,325180530.490718,501891.181261,-631688.372909
473,2018,5,224200,234767.741935484,240000,-170997451.855638,441460941.829494,319729577.297064,265033783.169504,17366.926112,-113874.197538
474,2018,6,240600,243963.333333333,245400,-159351209.481548,261006175.642375,186410797.837993,91506234.883495,-1015114.888368,12903.173857
475,2018,7,237900,242445.161290323,245200,-160168387.559732,211024982.255583,126817216.925826,67008082.007216,-874837.561554,-47157.752232
476,2018,8,199600,220551.612903226,237200,-186993971.44924,229711590.710602,89432090.981728,73081585.808098,-626341.608349,-219848.817457
477,2018,9,158000,180766.666666667,197900,-207687873.001595,216018464.175634,61988634.161311,47321833.810906,-448437.416445,-265957.043491
478,2018,10,85200,118071.612903226,155900,-209497836.068292,336112173.779867,76196355.53345,141747907.558086,-264650.204934,-495696.34837
479,2018,11,83430,88858.3333333333,99370,-203589029.451656,488913453.086858,147524824.33395,293568561.634885,467261.058562,-575422.171497
480,2018,12,102000,133812.903225806,158400,-195784420.720121,481551028.097891,223914145.119654,288000472.016048,302334.330128,-439082.842714
481,2019,1,160100,173358.064516129,185600,-191309854.068697,524116521.601066,290921835.58069,336724154.998671,425191.037787,-597303.54202
482,2019,2,186200,199453.571428571,215600,-193889405.684517,524469602.235764,345078428.612061,333462072.033306,448251.453248,-484915.234474
483,2019,3,216100,222222.580645161,229600,-197206545.69712,473718798.628114,286068112.842506,279292104.666824,217764.205783,-349064.431884
484,2019,4,229300,231680,237400,-190318427.758391,465938927.019567,285839656.414635,279022520.299152,125025.892977,-310902.171614
485,2019,5,237600,241487.096774194,246100,-174909836.191317,426646269.844808,284406032.533488,238755254.303392,-228002.355573,-360805.418831
486,2019,6,245800,249563.333333333,253400,-164146452.313125,307971322.674158,217554704.057084,141639492.060642,-1368476.145581,-103131.218506
487,2019,7,248300,252503.225806452,253600,-167532750.000322,229964224.879739,138646696.261546,68311329.104569,-1300053.046591,-78639.998428
488,2019,8,217500,236867.741935484,247700,-182674683.845554,164940782.697678,81144328.771547,16236977.272062,-917224.261246,-100292.845253
489,2019,9,154700,189366.666666667,215500,-203872324.957316,216032723.64735,51729016.219158,59643551.06696,-226035.92059,-284814.089101
490,2019,10,102400,119045.161290323,151200,-210971111.450511,357746496.600271,78297696.516272,168180150.750441,-115306.714091,-356250.937126
491,2019,11,102600,111573.333333333,124500,-209006407.714944,441040228.186284,136702827.641913,239113905.219478,122069.164043,-590995.034687
492,2019,12,125600,133473.333333333,138700,-197007714.545018,563896819.058527,242405248.40325,371648125.023585,395494.903533,-624744.767023
